Athlete,Nationality,Score,Date,Venue,Place
Birhanu BALEW,BRN,,07 JUL 2023,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",1.
Birhanu BALEW,BRN,,26 OCT 2019,"Five Rings Sports Center, Wuhan (CHN)",1.
Birhanu BALEW,BRN,1208,20 APR 2024,"Egret Stadium, Xiamen (CHN)",3.
Birhanu BALEW,BRN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",6.
Birhanu BALEW,BRN,,03 AUG 2021,"National Stadium, Tokyo (JPN)",15.
Birhanu BALEW,BRN,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",9.
Birhanu BALEW,BRN,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Birhanu BALEW,BRN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",30.
Birhanu BALEW,BRN,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",9.
Birhanu BALEW,BRN,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",14.
Birhanu BALEW,BRN,,12 AUG 2017,"Olympic Stadium, London (GBR)",12.
Birhanu BALEW,BRN,,09 AUG 2017,"Olympic Stadium, London (GBR)",2.
Birhanu BALEW,BRN,,04 OCT 2023,"HOC Stadium, Hangzhou (CHN)",1.
Birhanu BALEW,BRN,,24 APR 2019,Doha (QAT),1.
Birhanu BALEW,BRN,,30 AUG 2018,Jakarta (INA),1.
Birhanu BALEW,BRN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",6.
Birhanu BALEW,BRN,,03 AUG 2021,"National Stadium, Tokyo (JPN)",15.
Birhanu BALEW,BRN,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",9.
Birhanu BALEW,BRN,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Birhanu BALEW,BRN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",30.
Birhanu BALEW,BRN,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",9.
Birhanu BALEW,BRN,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",14.
Birhanu BALEW,BRN,,12 AUG 2017,"Olympic Stadium, London (GBR)",12.
Birhanu BALEW,BRN,,09 AUG 2017,"Olympic Stadium, London (GBR)",2.
Birhanu BALEW,BRN,,04 OCT 2023,"HOC Stadium, Hangzhou (CHN)",1.
Birhanu BALEW,BRN,,24 APR 2019,Doha (QAT),1.
Birhanu BALEW,BRN,,30 AUG 2018,Jakarta (INA),1.
Birhanu BALEW,BRN,1223,06 JUN 2019,"Stadio Olimpico, Roma (ITA)",
Birhanu BALEW,BRN,1208,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,,,
Birhanu BALEW,BRN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",6.
Birhanu BALEW,BRN,,24 APR 2019,Doha (QAT),1.
Birhanu BALEW,BRN,,04 OCT 2023,"HOC Stadium, Hangzhou (CHN)",1.
Birhanu BALEW,BRN,,30 AUG 2018,Jakarta (INA),1.
Birhanu BALEW,BRN,,05 JUL 2018,"Stade Olympique de la Pontaise, Lausanne (SUI)",1.
Birhanu BALEW,BRN,,12 MAY 2018,"Shanghai Stadium, Shanghai (CHN)",1.
Birhanu BALEW,BRN,,07 JUL 2023,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",1.
Birhanu BALEW,BRN,,26 OCT 2019,"Five Rings Sports Center, Wuhan (CHN)",1.
Birhanu BALEW,BRN,,,,
Samuel TEFERA,ETH,1225,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Samuel TEFERA,ETH,1225,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Samuel TEFERA,ETH,1194,16 JUN 2022,"Bislett Stadion, Oslo (NOR)",
Samuel TEFERA,ETH,1215,02 JUN 2023,"Stadio Luigi Ridolfi, Firenze (ITA)",
Samuel TEFERA,ETH,1225,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Samuel TEFERA,ETH,1225,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",12.
Samuel TEFERA,ETH,1225,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Samuel TEFERA,ETH,1225,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Samuel TEFERA,ETH,,,,
Samuel TEFERA,ETH,,,,
Samuel TEFERA,ETH,,,,
Samuel TEFERA,ETH,,,,
Andreas ALMGREN,SWE,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Andreas ALMGREN,SWE,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Andreas ALMGREN,SWE,1105,04 SEP 2021,"Olympiastadion, Stockholm (SWE)",
Andreas ALMGREN,SWE,1203,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Andreas ALMGREN,SWE,1117,25 JUN 2023,"Stadion Śląski, Chorzów (POL)",
Andreas ALMGREN,SWE,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Andreas ALMGREN,SWE,,16 AUG 2022,"Olympiastadion, München (GER)",4.
Andreas ALMGREN,SWE,,25 JUN 2023,"Stadion Śląski, Chorzów (POL)",2.
Andreas ALMGREN,SWE,,07 AUG 2022,"Norrköpings Friidrottsarena, Norrköping (SWE)",1.
Andreas ALMGREN,SWE,,29 AUG 2021,"Ryavallen, Borås (SWE)",1.
Andreas ALMGREN,SWE,1210,15 MAY 2024,"Olympiastadion, Stockholm (SWE)",3.
Andreas ALMGREN,SWE,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",8.
Andreas ALMGREN,SWE,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",20.
Andreas ALMGREN,SWE,,16 AUG 2022,"Olympiastadion, München (GER)",4.
Andreas ALMGREN,SWE,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",20.
Andreas ALMGREN,SWE,,16 AUG 2022,"Olympiastadion, München (GER)",4.
Andreas ALMGREN,SWE,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Andreas ALMGREN,SWE,1243,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Andreas ALMGREN,SWE,,,,
Andreas ALMGREN,SWE,,,,
Andreas ALMGREN,SWE,,,,
Andreas ALMGREN,SWE,,,,
Andreas ALMGREN,SWE,,16 AUG 2022,"Olympiastadion, München (GER)",4.
Andreas ALMGREN,SWE,,25 JUN 2023,"Stadion Śląski, Chorzów (POL)",2.
Andreas ALMGREN,SWE,,07 AUG 2022,"Norrköpings Friidrottsarena, Norrköping (SWE)",1.
Andreas ALMGREN,SWE,,29 AUG 2021,"Ryavallen, Borås (SWE)",1.
Andreas ALMGREN,SWE,,,,
Andreas ALMGREN,SWE,,,,
Kuma GIRMA,ETH,1197,30 JUN 2023,"Stade Olympique de la Pontaise, Lausanne (SUI)",
Kuma GIRMA,ETH,1197,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",
Kuma GIRMA,ETH,1197,30 JUN 2023,"Stade Olympique de la Pontaise, Lausanne (SUI)",
Kuma GIRMA,ETH,1197,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",
Kuma GIRMA,ETH,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",4.
Kuma GIRMA,ETH,1055,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",4.
Kuma GIRMA,ETH,1193,20 APR 2024,"Egret Stadium, Xiamen (CHN)",8.
Kuma GIRMA,ETH,1197,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",4.
Kuma GIRMA,ETH,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",4.
Kuma GIRMA,ETH,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",4.
Kuma GIRMA,ETH,1197,30 JUN 2023,"Stade Olympique de la Pontaise, Lausanne (SUI)",
Kuma GIRMA,ETH,1197,27 APR 2024,"Suzhou Olympic Sports Centre, Suzhou (CHN)",
Kuma GIRMA,ETH,,,,
Kuma GIRMA,ETH,,,,
Kuma GIRMA,ETH,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",4.
Kuma GIRMA,ETH,,,,
Kuma GIRMA,ETH,,,,
Kuma GIRMA,ETH,,,,
Addisu YIHUNE,ETH,1248,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Addisu YIHUNE,ETH,1248,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Addisu YIHUNE,ETH,1213,08 JUN 2021,"FBK Stadium, Hengelo (NED)",
Addisu YIHUNE,ETH,1202,22 MAY 2022,"Stadio Zecchini, Grosseto (ITA)",
Addisu YIHUNE,ETH,1148,26 MAY 2023,"Drake Stadium, Los Angeles, CA (USA)",
Addisu YIHUNE,ETH,1248,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Addisu YIHUNE,ETH,,01 AUG 2022,"Pascual Guerrero Stadium, Cali (COL)",1.
Addisu YIHUNE,ETH,,19 AUG 2021,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",4.
Addisu YIHUNE,ETH,1204,20 APR 2024,"Egret Stadium, Xiamen (CHN)",5.
Addisu YIHUNE,ETH,1248,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",5.
Addisu YIHUNE,ETH,,01 AUG 2022,"Pascual Guerrero Stadium, Cali (COL)",1.
Addisu YIHUNE,ETH,,19 AUG 2021,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",4.
Addisu YIHUNE,ETH,1248,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Addisu YIHUNE,ETH,1248,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Addisu YIHUNE,ETH,,,,
Addisu YIHUNE,ETH,,,,
Addisu YIHUNE,ETH,,,,
Addisu YIHUNE,ETH,,,,
Addisu YIHUNE,ETH,,01 AUG 2022,"Pascual Guerrero Stadium, Cali (COL)",1.
Addisu YIHUNE,ETH,,19 AUG 2021,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",4.
Addisu YIHUNE,ETH,,,,
Addisu YIHUNE,ETH,,,,
Addisu YIHUNE,ETH,,01 AUG 2022,"Pascual Guerrero Stadium, Cali (COL)",1.
Addisu YIHUNE,ETH,,19 AUG 2021,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",4.
Mohammed AHMED,CAN,1257,10 JUL 2020,"Jesuit High School Track, Portland, OR (USA)",
Mohammed AHMED,CAN,1275,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Mohammed AHMED,CAN,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Mohammed AHMED,CAN,1239,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Mohammed AHMED,CAN,960,25 JUN 2009,Toronto (CAN),
Mohammed AHMED,CAN,993,16 MAY 2010,"Bloomington, IN (USA)",
Mohammed AHMED,CAN,1087,28 MAY 2011,"Eugene, OR (USA)",
Mohammed AHMED,CAN,1064,13 MAY 2012,"Madison, WI (USA)",
Mohammed AHMED,CAN,0,08 FEB 2013,"Seattle, WA (USA) (i)",
Mohammed AHMED,CAN,1141,27 JUL 2014,"Hampden Park, Glasgow (GBR)",
Mohammed AHMED,CAN,1173,11 SEP 2015,"Boudewijnstadion, Bruxelles (BEL)",
Mohammed AHMED,CAN,1203,28 MAY 2016,"Hayward Field, Eugene, OR (USA)",
Mohammed AHMED,CAN,1245,26 FEB 2017,"Boston, MA (USA) (i)",
Mohammed AHMED,CAN,1198,31 AUG 2018,"Boudewijnstadion, Bruxelles (BEL)",
Mohammed AHMED,CAN,1216,06 JUN 2019,"Stadio Olimpico, Roma (ITA)",
Mohammed AHMED,CAN,1257,10 JUL 2020,"Jesuit High School Track, Portland, OR (USA)",
Mohammed AHMED,CAN,1246,10 JUN 2021,"Stadio Luigi Ridolfi, Firenze (ITA)",
Mohammed AHMED,CAN,1225,09 JUN 2022,"Stadio Olimpico, Roma (ITA)",
Mohammed AHMED,CAN,1223,02 JUN 2023,"Stadio Luigi Ridolfi, Firenze (ITA)",
Mohammed AHMED,CAN,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Mohammed AHMED,CAN,1108,11 MAR 2011,"College Station, TX (USA) (i)",
Mohammed AHMED,CAN,1108,08 MAR 2013,"Fayetteville, AR (USA) (i)",
Mohammed AHMED,CAN,876,14 MAR 2014,"Albuquerque, NM (USA) (i)",
Mohammed AHMED,CAN,1245,26 FEB 2017,"Boston, MA (USA) (i)",
Mohammed AHMED,CAN,1275,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Mohammed AHMED,CAN,1239,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Mohammed AHMED,CAN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",2.
Mohammed AHMED,CAN,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Mohammed AHMED,CAN,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",3.
Mohammed AHMED,CAN,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",5.
Mohammed AHMED,CAN,,12 AUG 2017,"Olympic Stadium, London (GBR)",6.
Mohammed AHMED,CAN,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",7.
Mohammed AHMED,CAN,,08 APR 2018,Gold Coast (AUS),2.
Mohammed AHMED,CAN,,27 JUL 2014,"Hampden Park, Glasgow (GBR)",5.
Mohammed AHMED,CAN,,27 JUN 2024,"Complexe Sportif Claude-Robillard, Montréal (CAN)",1.
Mohammed AHMED,CAN,,25 JUL 2019,Montréal (CAN),1.
Mohammed AHMED,CAN,,05 JUL 2018,Ottawa (CAN),1.
Mohammed AHMED,CAN,,06 JUL 2017,Ottawa (CAN),1.
Mohammed AHMED,CAN,,07 JUL 2016,Edmonton (CAN),1.
Mohammed AHMED,CAN,0,03 MAY 2024,"Hayward Field, Eugene, OR (USA)",
Mohammed AHMED,CAN,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",7.
Mohammed AHMED,CAN,1170,27 JUN 2024,"Complexe Sportif Claude-Robillard, Montréal (CAN)",1.
Mohammed AHMED,CAN,1239,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",5.
Mohammed AHMED,CAN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",2.
Mohammed AHMED,CAN,,03 AUG 2021,"National Stadium, Tokyo (JPN)",12.
Mohammed AHMED,CAN,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Mohammed AHMED,CAN,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",6.
Mohammed AHMED,CAN,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",7.
Mohammed AHMED,CAN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",3.
Mohammed AHMED,CAN,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",5.
Mohammed AHMED,CAN,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",5.
Mohammed AHMED,CAN,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",3.
Mohammed AHMED,CAN,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",13.
Mohammed AHMED,CAN,,12 AUG 2017,"Olympic Stadium, London (GBR)",6.
Mohammed AHMED,CAN,,09 AUG 2017,"Olympic Stadium, London (GBR)",6.
Mohammed AHMED,CAN,,29 AUG 2015,"National Stadium, Beijing (CHN)",12.
Mohammed AHMED,CAN,,26 AUG 2015,"National Stadium, Beijing (CHN)",3.
Mohammed AHMED,CAN,,08 APR 2018,Gold Coast (AUS),2.
Mohammed AHMED,CAN,,27 JUL 2014,"Hampden Park, Glasgow (GBR)",5.
Mohammed AHMED,CAN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",2.
Mohammed AHMED,CAN,,03 AUG 2021,"National Stadium, Tokyo (JPN)",12.
Mohammed AHMED,CAN,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Mohammed AHMED,CAN,,17 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",6.
Mohammed AHMED,CAN,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",7.
Mohammed AHMED,CAN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",3.
Mohammed AHMED,CAN,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",5.
Mohammed AHMED,CAN,,21 JUL 2022,"Hayward Field, Eugene, OR (USA)",5.
Mohammed AHMED,CAN,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",3.
Mohammed AHMED,CAN,,27 SEP 2019,"Khalifa International Stadium, Doha (QAT)",13.
Mohammed AHMED,CAN,,12 AUG 2017,"Olympic Stadium, London (GBR)",6.
Mohammed AHMED,CAN,,09 AUG 2017,"Olympic Stadium, London (GBR)",6.
Mohammed AHMED,CAN,,29 AUG 2015,"National Stadium, Beijing (CHN)",12.
Mohammed AHMED,CAN,,26 AUG 2015,"National Stadium, Beijing (CHN)",3.
Mohammed AHMED,CAN,,08 APR 2018,Gold Coast (AUS),2.
Mohammed AHMED,CAN,,27 JUL 2014,"Hampden Park, Glasgow (GBR)",5.
Mohammed AHMED,CAN,1257,10 JUL 2020,"Jesuit High School Track, Portland, OR (USA)",
Mohammed AHMED,CAN,1275,12 FEB 2022,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Mohammed AHMED,CAN,1231,17 MAY 2024,"Drake Stadium, Los Angeles, CA (USA)",
Mohammed AHMED,CAN,1239,16 FEB 2024,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,06 AUG 2021,"National Stadium, Tokyo (JPN)",2.
Mohammed AHMED,CAN,,20 AUG 2016,"Estádio Olímpico, Rio de Janeiro (BRA)",4.
Mohammed AHMED,CAN,,30 SEP 2019,"Khalifa International Stadium, Doha (QAT)",3.
Mohammed AHMED,CAN,,24 JUL 2022,"Hayward Field, Eugene, OR (USA)",5.
Mohammed AHMED,CAN,,12 AUG 2017,"Olympic Stadium, London (GBR)",6.
Mohammed AHMED,CAN,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",7.
Mohammed AHMED,CAN,,08 APR 2018,Gold Coast (AUS),2.
Mohammed AHMED,CAN,,27 JUL 2014,"Hampden Park, Glasgow (GBR)",5.
Mohammed AHMED,CAN,,27 JUN 2024,"Complexe Sportif Claude-Robillard, Montréal (CAN)",1.
Mohammed AHMED,CAN,,25 JUL 2019,Montréal (CAN),1.
Mohammed AHMED,CAN,,05 JUL 2018,Ottawa (CAN),1.
Mohammed AHMED,CAN,,06 JUL 2017,Ottawa (CAN),1.
Mohammed AHMED,CAN,,07 JUL 2016,Edmonton (CAN),1.
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Mohammed AHMED,CAN,,,,
Jimmy GRESSIER,FRA,1228,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jimmy GRESSIER,FRA,1228,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jimmy GRESSIER,FRA,832,12 JUN 2015,Villeneuve d'Ascq (FRA),
Jimmy GRESSIER,FRA,1016,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",
Jimmy GRESSIER,FRA,1030,27 MAY 2017,Oordegem (BEL),
Jimmy GRESSIER,FRA,1073,26 MAY 2018,Oordegem (BEL),
Jimmy GRESSIER,FRA,1127,21 JUN 2019,Carquefou (FRA),
Jimmy GRESSIER,FRA,1152,14 AUG 2020,"Stade Louis II, Monaco (MON)",
Jimmy GRESSIER,FRA,1177,03 JUN 2021,"Estadio Iberoamericano, Huelva (ESP)",
Jimmy GRESSIER,FRA,1178,18 JUN 2022,"Stade Charléty, Paris (FRA)",
Jimmy GRESSIER,FRA,1224,21 JUL 2023,"Stade Louis II, Monaco (MON)",
Jimmy GRESSIER,FRA,1228,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jimmy GRESSIER,FRA,,13 JUL 2019,"Gunder Hägg Stadion, Gävle (SWE)",1.
Jimmy GRESSIER,FRA,,28 JUL 2023,"Stadium Municipal, Albi (FRA)",1.
Jimmy GRESSIER,FRA,,12 SEP 2020,"Stadium Municipal, Albi (FRA)",1.
Jimmy GRESSIER,FRA,0,04 MAY 2024,"Stade Raymond Troussier, Decines (FRA)",
Jimmy GRESSIER,FRA,1228,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",11.
Jimmy GRESSIER,FRA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",13.
Jimmy GRESSIER,FRA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",9.
Jimmy GRESSIER,FRA,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",9.
Jimmy GRESSIER,FRA,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",14.
Jimmy GRESSIER,FRA,,13 JUL 2019,"Gunder Hägg Stadion, Gävle (SWE)",1.
Jimmy GRESSIER,FRA,,15 JUL 2017,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",
Jimmy GRESSIER,FRA,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10.
Jimmy GRESSIER,FRA,,06 AUG 2021,"National Stadium, Tokyo (JPN)",13.
Jimmy GRESSIER,FRA,,03 AUG 2021,"National Stadium, Tokyo (JPN)",9.
Jimmy GRESSIER,FRA,,27 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",9.
Jimmy GRESSIER,FRA,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",14.
Jimmy GRESSIER,FRA,,13 JUL 2019,"Gunder Hägg Stadion, Gävle (SWE)",1.
Jimmy GRESSIER,FRA,,15 JUL 2017,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",
Jimmy GRESSIER,FRA,,23 JUL 2016,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10.
Jimmy GRESSIER,FRA,1228,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jimmy GRESSIER,FRA,1228,30 MAY 2024,"Bislett Stadion, Oslo (NOR)",
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,13 JUL 2019,"Gunder Hägg Stadion, Gävle (SWE)",1.
Jimmy GRESSIER,FRA,,28 JUL 2023,"Stadium Municipal, Albi (FRA)",1.
Jimmy GRESSIER,FRA,,12 SEP 2020,"Stadium Municipal, Albi (FRA)",1.
Jimmy GRESSIER,FRA,,,,
Jimmy GRESSIER,FRA,,,,
Cornelius KEMBOI,KEN,1207,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Cornelius KEMBOI,KEN,1200,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Cornelius KEMBOI,KEN,1060,13 MAR 2021,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",
Cornelius KEMBOI,KEN,1197,02 SEP 2022,"Boudewijnstadion, Bruxelles (BEL)",
Cornelius KEMBOI,KEN,1207,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Cornelius KEMBOI,KEN,1200,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Cornelius KEMBOI,KEN,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",3.
Cornelius KEMBOI,KEN,1065,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",3.
Cornelius KEMBOI,KEN,1200,20 APR 2024,"Egret Stadium, Xiamen (CHN)",6.
Cornelius KEMBOI,KEN,1103,15 JUN 2024,"Nyayo National Stadium, Nairobi (KEN)",5.
Cornelius KEMBOI,KEN,1174,07 JUL 2024,"FBK Stadium, Hengelo (NED)",4.
Cornelius KEMBOI,KEN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",33.
Cornelius KEMBOI,KEN,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",3.
Cornelius KEMBOI,KEN,,06 AUG 2022,"Alexander Stadium, Birmingham (GBR)",11.
Cornelius KEMBOI,KEN,,24 AUG 2023,"Nemzeti Atlétikai Központ, Budapest (HUN)",33.
Cornelius KEMBOI,KEN,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",3.
Cornelius KEMBOI,KEN,,06 AUG 2022,"Alexander Stadium, Birmingham (GBR)",11.
Cornelius KEMBOI,KEN,1207,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Cornelius KEMBOI,KEN,1200,20 APR 2024,"Egret Stadium, Xiamen (CHN)",
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,22 MAR 2024,"University of Ghana Sports Stadium, Accra (GHA)",3.
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,,,
Cornelius KEMBOI,KEN,,,,
Narve Gilje NORDÅS,NOR,1190,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Narve Gilje NORDÅS,NOR,1155,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",
Narve Gilje NORDÅS,NOR,721,28 JUN 2015,Oslo (NOR),
Narve Gilje NORDÅS,NOR,923,27 MAY 2017,Oordegem (BEL),
Narve Gilje NORDÅS,NOR,971,18 JUN 2019,Sollentuna (SWE),
Narve Gilje NORDÅS,NOR,1090,29 JUN 2020,"Bislett Stadion, Oslo (NOR)",
Narve Gilje NORDÅS,NOR,1149,29 JUN 2021,"Stadion Allmend, Luzern (SUI)",
Narve Gilje NORDÅS,NOR,1152,16 JUN 2022,"Bislett Stadion, Oslo (NOR)",
Narve Gilje NORDÅS,NOR,1190,15 JUL 2023,"Stadion De Veen, Heusden-Zolder (BEL)",
Narve Gilje NORDÅS,NOR,1155,29 JUN 2024,"Sandnes Stadion, Sandnes (NOR)",
Narve Gilje NORDÅS,NOR,,10 SEP 2021,"Stadion, Kristiansand (NOR)",1.
